Country,City,AccentCity,Region,Population,Latitude,Longitude
ae,shauka,Shauka,05,,25.1,56.033333
ae,shib al gat,Shib al Gat,01,,24.052778,55.719722
ae,shimil,Shimil,05,,25.817799,56.010876
ae,shokah,Shokah,05,,25.1,56.033333
ae,shuways,Shuways,05,,25.78102,55.978696
ae,sram,Sram,04,,25.498176,56.057156
ae,sufad,Sufad,04,,25.221646,56.323896
ae,suheila,Suheila,02,,24.803878,56.194487
ae,sulaymat,Sulaymat,01,,24.221944,55.603056
ae,sumbrair,Sumbrair,04,,25.600825,56.284401
ae,taiyibah,Taiyibah,04,,25.412279,56.170748
ae,taraif,Taraif,01,,24.053988,53.763468
ae,tawian,Tawian,04,,25.556755,56.076472
ae,tawi as siji,Tawi as Siji,04,,25.247638,56.077192
ae,tawi siji,Tawi Siji,04,,25.247638,56.077192
ae,tayibah,Tayibah,04,,25.412279,56.170748
ae,tayiban,Tayiban,04,,25.412279,56.170748
ae,tayyibah,Tayyibah,04,,25.412279,56.170748
ae,tereg,Tereg,01,,23.11656,53.606972
ae,tharwaniyyah,Tharwaniyyah,01,,23.110884,54.015715
ae,tharwaniyya,Tharwaniyya,01,,23.110884,54.015715
ae,theeb,Theeb,04,,25.245013,56.342062
ae,thoban,Thoban,04,,25.303319,56.027919
ae,ud al beida,Ud al Beida,03,,25.016249,55.455331
ae,`ujman,`Ujman,02,,25.406942,55.444126
ae,um al quweim,Um al Quweim,07,,25.56473,55.555166
ae,umm al qaiwain,Umm al Qaiwain,07,,25.56473,55.555166
ae,umm al qawain,Umm al Qawain,07,,25.56473,55.555166
ae,umm as suqaym,Umm as Suqaym,03,,25.150151,55.205866
ae,umm grain,Umm Grain,01,,23.1,53.716667
ae,`umm qrein,`Umm Qrein,01,,23.1,53.716667
ae,`uyaynah,`Uyaynah,04,,25.452828,56.16879
ae,wa'abain,Wa'abain,04,,25.57046,56.135356
ae,waafit,Waafit,01,,23.102624,53.711588
ae,wafid,Wafid,01,,23.102624,53.711588
ae,wahala,Wahala,05,,24.908972,56.303165
ae,wedheil,Wedheil,01,,23.047399,54.133321
ae,wefid,Wefid,01,,23.102624,53.711588
ae,western mariyyah,Western Mariyyah,01,,23.102651,53.581849
ae,wudhayl,Wudhayl,01,,23.047399,54.133321
ae,yaif,Yaif,01,,23.157861,53.777623
ae,yalah,Yalah,04,,25.415171,56.154957
ae,yumul al quwain,Yumul al Quwain,07,,25.56473,55.555166
ae,zayah,Zayah,05,,25.887843,56.058239
ae,zubara,Zubara,04,,25.404867,56.359707
ae,zuweihir,Zuweihir,01,,23.139159,53.693403
af,`aaqadari yosufkhel,`Aaqadari Yosufkhel,29,,33.051945,68.65
af,aba,Aba,06,,32.669487,62.16116
af,aba,Aba,10,,32.243587,64.684706
af,abah kah,Abah Kah,24,,36.67363,69.078194
af,abaka,Abaka,24,,36.67363,69.078194
af,abak,Abak,05,,34.234973,67.191593
af,abak,Abak,09,,33.635262,64.740147
af,abakeh,Abakeh,24,,36.67363,69.078194
af,aba khel,Aba Khel,35,,34.744167,70.287778
af,abakheyl,Abakheyl,35,,34.744167,70.287778
af,abakheyl',Abakheyl',35,,34.744167,70.287778
af,abanda,Abanda,09,,33.281975,64.648072
af,aband,Aband,42,,35.474953,69.871144
af,ab `aref,Ab `Aref,11,,35.11979,61.48511
af,abas,Abas,08,,33.333,67.643278
af,abas,Abas,27,,34.248889,68.608333
af,`abas`ali,`Abas`ali,39,,32.813402,65.968042
af,abasali,Abasali,39,,32.813402,65.968042
af,abash,Abash,27,,34.248889,68.608333
af,abaskhankala,Abaskhankala,29,,32.503976,69.209795
af,abas khan kala,Abas Khan Kala,29,,32.503976,69.209795
af,abas khel,Abas Khel,28,,31.975853,67.59182
af,abaskheyl',Abaskheyl',28,,31.975853,67.59182
af,abaskushta,Abaskushta,27,,34.331309,67.640744
af,`abaskusta,`Abaskusta,27,,34.331309,67.640744
af,abay,Abay,08,,33.384995,67.494621
af,abazay,Abazay,28,,31.916738,67.742247
af,abazey,Abazey,28,,31.916738,67.742247
af,abbaakhayi-nakhri-saradzh,Abbaakhayi-Nakhri-Saradzh,10,,31.719049,64.600709
af,abbakhsh,Abbakhsh,02,,34.869305,63.274235
af,ab bala,Ab Bala,05,,34.725401,67.736154
af,ab-bala,Ab-Bala,05,,34.725401,67.736154
af,ab band,Ab Band,01,,38.290565,70.825527
af,ab band,Ab Band,08,,32.983333,67.966667
af,abband,Abband,27,,34.490278,68.288611
af,ab band matkat,Ab Band Matkat,01,,38.290565,70.825527
af,ab barik,Ab Barik,07,,35.57803,65.101776
af,ab barik,Ab Barik,09,,34.651024,66.254311
af,`abbas,`Abbas,08,,33.333,67.643278
af,`abbas `ali,`Abbas `Ali,39,,32.813402,65.968042
af,`abbasha-ye helmand,`Abbasha-ye Helmand,10,,31.791857,64.566416
af,`abbas kala,`Abbas Kala,08,,32.782497,67.800529
af,abbaskhankala,Abbaskhankala,29,,32.469231,69.20712
af,`abbaskhan kala,`Abbaskhan Kala,29,,32.469231,69.20712
af,`abbas khan kala,`Abbas Khan Kala,29,,32.469231,69.20712
af,`abbas khan kala,`Abbas Khan Kala,29,,32.503976,69.209795
af,abbaskhei samali,Abbaskhei Samali,29,,32.831993,69.12336
af,`abbas khel,`Abbas Khel,28,,31.975853,67.59182
af,`abbas khel,`Abbas Khel,29,,32.831389,69.260556
af,`abbas khel-e junubi,`Abbas Khel-e Junubi,29,,32.671879,69.134674
af,`abbaskhel janubi,`Abbaskhel Janubi,29,,32.671879,69.134674
af,abbaskhel samali,Abbaskhel Samali,29,,32.831993,69.12336
af,`abbas khel shamali,`Abbas Khel Shamali,29,,32.831993,69.12336
af,`abbas kheyl,`Abbas Kheyl,28,,31.975853,67.59182
af,`abbaskheyl,`Abbaskheyl,29,,32.831389,69.260556
af,abbaskheyl'-dzhanubi,Abbaskheyl'-Dzhanubi,29,,32.671879,69.134674
af,`abbaskheyl-e jonubi,`Abbaskheyl-e Jonubi,29,,32.671879,69.134674
af,`abbaskheyl-e shemali,`Abbaskheyl-e Shemali,29,,32.831993,69.12336
af,`abbaskheyl-e shomali,`Abbaskheyl-e Shomali,29,,32.831993,69.12336
af,abbaskheyl'-shamali,Abbaskheyl'-Shamali,29,,32.831993,69.12336
af,`abbaskoshteh,`Abbaskoshteh,27,,34.331309,67.640744
af,`abbas kushtah,`Abbas Kushtah,27,,34.331309,67.640744
af,ab bazan,Ab Bazan,26,,36.933547,69.945244
af,abbazha-i-helmand,Abbazha-i-Helmand,10,,31.791857,64.566416
af,abbazha-i-nahre saraj,Abbazha-i-Nahre Saraj,10,,31.719049,64.600709
af,abbazha-ye helmand,Abbazha-ye Helmand,10,,31.791857,64.566416
af,ab bazha-ye helmand,Ab Bazha-ye Helmand,10,,31.791857,64.566416
af,ab bazha-ye hilmand,Ab Bazha-ye Hilmand,10,,31.791857,64.566416
af,ab bazha-ye nahr-e saraj,Ab Bazha-ye Nahr-e Saraj,10,,31.719049,64.600709
af,abbazha-ye nahr-e sera,Abbazha-ye Nahr-e Sera,10,,31.719049,64.600709
af,abbazha-ye nahr-e seraj,Abbazha-ye Nahr-e Seraj,10,,31.719049,64.600709
af,abbazkhayi-gil'mand,Abbazkhayi-Gil'mand,10,,31.791857,64.566416
af,abbedak,Abbedak,09,,33.482286,64.310608
af,abbidak,Abbidak,09,,33.482286,64.310608
af,ab bordeh,Ab Bordeh,08,,33.087925,67.437293
af,ab bordeh,Ab Bordeh,39,,32.610327,65.787477
af,abburda,Abburda,39,,32.610327,65.787477
af,ab burdah,Ab Burdah,39,,32.610327,65.787477
af,ab burdeh,Ab Burdeh,39,,32.610327,65.787477
af,abcakan,Abcakan,17,,33.894167,69.235833
af,ab carmi,Ab Carmi,11,,35.436878,61.385679
af,ab cenar,Ab Cenar,01,,36.883236,70.160088
af,abchak,Abchak,41,,33.818235,65.880785
af,abchakan,Abchakan,17,,33.894167,69.235833
af,abchang,Abchang,11,,34.151541,63.419489
af,ab charmi,Ab Charmi,11,,35.436878,61.385679
af,ab chekan,Ab Chekan,17,,33.894167,69.235833
af,ab chenar,Ab Chenar,01,,36.883236,70.160088
af,ab chinar,Ab Chinar,01,,36.883236,70.160088
af,abdak,Abdak,09,,34.106897,64.167882
af,abdakay,Abdakay,29,,32.233968,68.244853
af,abdak-e balenah,Abdak-e Balenah,05,,34.874713,66.543614
af,abdak-e baleneh,Abdak-e Baleneh,05,,34.874713,66.543614
af,abdak-e balinah,Abdak-e Balinah,05,,34.874713,66.543614
af,abdak-e taynah,Abdak-e Taynah,05,,34.872136,66.537888
af,abdakey,Abdakey,28,,31.807746,66.487208
af,abdal-e pasha khan,Abdal-e Pasha Khan,07,,35.718889,64.549722
af,abdal-i-pasa khan,Abdal-i-Pasa Khan,07,,35.718889,64.549722
af,abdal'khankala,Abdal'khankala,06,,32.669491,62.439251
af,abdal khan qal`a,Abdal Khan Qal`a,06,,32.669491,62.439251
af,abdal khan qal`ah,Abdal Khan Qal`ah,06,,32.669491,62.439251
af,abdal khan qal`eh,Abdal Khan Qal`eh,06,,32.669491,62.439251
af,abdallahkhel,Abdallahkhel,42,,35.247261,69.61557
af,abdana,Abdana,08,,33.314313,67.198147
af,abdan,Abdan,33,,36.033889,66.121944
af,ab danah,Ab Danah,08,,33.314313,67.198147
af,abdaneh,Abdaneh,08,,33.314313,67.198147
af,abdang,Abdang,11,,34.052914,62.932137
af,abdan-i-mir alam,Abdan-i-Mir Alam,24,,36.656653,68.37054
af,abdara,Abdara,08,,33.666252,68.009567
af,abdara,Abdara,27,,34.396667,67.896111
af,ab dara,Ab Dara,30,,36.288461,66.853894
af,abdara,Abdara,33,,35.767752,66.56335
af,ab darah,Ab Darah,01,,38.101827,70.465519
af,abdarah,Abdarah,08,,33.666252,68.009567
af,ab darah,Ab Darah,13,,34.71122,69.319626
af,ab darah,Ab Darah,27,,34.396667,67.896111
af,ab darah,Ab Darah,30,,36.288461,66.853894
af,ab darah,Ab Darah,33,,35.767752,66.56335
af,ab daraz,Ab Daraz,11,,35.396155,61.358598
af,abdarra,Abdarra,27,,33.857778,68.741944
af,ab darrah,Ab Darrah,01,,38.101827,70.465519
af,abdarreh,Abdarreh,08,,33.666252,68.009567
af,abdarreh,Abdarreh,13,,34.71122,69.319626
af,ab darreh,Ab Darreh,27,,33.857778,68.741944
af,abdarreh,Abdarreh,27,,34.315,68.868889
af,abdarreh,Abdarreh,30,,36.288461,66.853894
af,abdarreh,Abdarreh,33,,35.767752,66.56335
af,abdarreh,Abdarreh,40,,34.789557,68.666977
af,ab darreh,Ab Darreh,41,,33.753691,65.848019
af,ab darwayshan,Ab Darwayshan,27,,34.420833,67.989444
af,abdaw,Abdaw,01,,36.62146,71.18717
af,ab deraz,Ab Deraz,11,,35.396155,61.358598
af,`abd es salam,`Abd es Salam,28,,32.774997,67.033884
af,`abdian,`Abdian,18,,34.452759,70.473251
af,abdian,Abdian,18,,34.452759,70.473251
af,abdibay,Abdibay,40,,35.029463,69.232191
af,`abdi bay,`Abdi Bay,40,,35.029463,69.232191
af,ab dokan,Ab Dokan,09,,33.595593,63.511616
af,`abdolabad,`Abdolabad,11,,34.33471,62.251116
af,`abdol,`Abdol,07,,35.654722,64.606667
af,`abdol,`Abdol,10,,31.688852,64.303841
af,`abdol,`Abdol,26,,36.753628,69.456436
af,`abd ol ahad beyg kamari,`Abd ol Ahad Beyg Kamari,02,,35.083736,63.171617
af,`abd ol ahadkhan kariz,`Abd ol Ahadkhan Kariz,23,,31.842262,65.854792
af,abdol ahd bay kamari,Abdol Ahd Bay Kamari,02,,35.074092,63.151696
af,abd ol ali khan kalay,Abd ol Ali Khan Kalay,10,,31.328913,64.280443
af,`abd ol `alim kalay,`Abd ol `Alim Kalay,10,,31.229677,64.206403
af,`abd ol `aziz,`Abd ol `Aziz,19,,31.147252,62.090684
af,`abdol `aziz kalay,`Abdol `Aziz Kalay,10,,31.684185,64.362512
af,`abd ol baqi,`Abd ol Baqi,23,,32.096052,65.862002
af,`abd ol baqi,`Abd ol Baqi,28,,31.893301,66.406361
af,abdol baqikhan kalay,Abdol Baqikhan Kalay,23,,31.478582,67.022386
af,`abdoleh khan,`Abdoleh Khan,19,,31.1093,61.8654
af,`abd ol habib kalay,`Abd ol Habib Kalay,10,,30.725309,64.096422
af,`abd ol hakim,`Abd ol Hakim,11,,34.740049,62.245381
af,`abd ol hakim kalay,`Abd ol Hakim Kalay,23,,31.096111,66.621111
af,`abd ol hamid,`Abd ol Hamid,19,,31.192113,62.153969
af,`abd ol hamid kalay,`Abd ol Hamid Kalay,08,,33.2975,68.280278
af,`abd ol hamid kowtkay,`Abd ol Hamid Kowtkay,37,,33.254221,69.859195
af,`abd ol haqq,`Abd ol Haqq,02,,35.25676,63.486725
af,`abd ol haqq kalay,`Abd ol Haqq Kalay,28,,31.932216,66.654759
af,`abd ol hezar beyg,`Abd ol Hezar Beyg,26,,37.474451,69.695674
af,`abd ol kala,`Abd ol Kala,29,,33.244444,68.828611
af,`abd ol kalay,`Abd ol Kalay,23,,31.586955,67.406218
af,`abd ol kalay,`Abd ol Kalay,39,,32.657056,66.174864
af,`abd ol karim khan,`Abd ol Karim Khan,11,,34.699937,62.53514
af,`abdolkarimkheyl,`Abdolkarimkheyl,40,,35.128038,69.056555
af,`abd ol karim taraki,`Abd ol Karim Taraki,02,,35.087589,63.258904
af,`abdolkheyl,`Abdolkheyl,14,,34.950691,69.60923
af,`abdolkheyl,`Abdolkheyl,18,,34.512882,70.56469
af,`abdollah akhvondzadeh kariz,`Abdollah Akhvondzadeh Kariz,23,,31.538235,65.056081
af,`abdollah jan,`Abdollah Jan,11,,34.952539,61.686812
af,`abdollahjan kalay,`Abdollahjan Kalay,10,,31.109194,64.180116
af,`abdollahjan kalay,`Abdollahjan Kalay,28,,32.707035,66.716107
af,`abdollah kala,`Abdollah Kala,08,,32.87388,67.446952
af,`abdollah kala,`Abdollah Kala,29,,32.076211,68.114209
af,`abdollah kalay,`Abdollah Kalay,10,,31.307538,64.254677
af,`abdollah kalay,`Abdollah Kalay,23,,31.297323,65.957371
af,`abdollah kalay,`Abdollah Kalay,28,,32.626876,66.715098
af,`abdollahkhan,`Abdollahkhan,02,,34.78984,63.502623
af,`abdollah khan,`Abdollah Khan,11,,34.984338,61.685437
af,`abdollah khan,`Abdollah Khan,19,,31.163611,61.841944
af,`abdollahkhan,`Abdollahkhan,23,,31.509236,65.301923
af,`abdollah khan,`Abdollah Khan,29,,32.864374,68.581479
af,`abdollahkhan,`Abdollahkhan,39,,32.84714,66.024019
af,`abdollah khan kala,`Abdollah Khan Kala,29,,32.864374,68.581479
af,`abdollahkhan kalay,`Abdollahkhan Kalay,23,,31.570103,66.371671
af,`abdollah khan kalay,`Abdollah Khan Kalay,28,,31.716934,67.379937
af,`abdollah khan kalay,`Abdollah Khan Kalay,29,,32.859829,68.530987
af,`abdollahkheyl,`Abdollahkheyl,42,,35.247261,69.61557
af,`abdollah kur,`Abdollah Kur,10,,31.843197,64.604501
af,`abd ol majid khan,`Abd ol Majid Khan,19,,31.156778,62.031975
af,`abd ol malek,`Abd ol Malek,32,,35.929326,68.010447
af,abdol mohey od din kalay,Abdol Mohey od Din Kalay,27,,33.775278,68.510833
af,`abd ol nazar beyg,`Abd ol Nazar Beyg,26,,37.474451,69.695674
af,`abd ol qader,`Abd ol Qader,28,,32.207803,67.266664
af,`abd ol qader kalay,`Abd ol Qader Kalay,28,,32.207803,67.266664
af,`abd ol qayum kalay,`Abd ol Qayum Kalay,28,,32.448273,66.879584
af,`abdolqodduskhan kalab,`Abdolqodduskhan Kalab,23,,31.424854,65.711438
af,`abd ol rahim,`Abd ol Rahim,08,,33.291111,68.416667
af,`abd ol rahim kalay,`Abd ol Rahim Kalay,23,,31.562358,66.335726
af,`abd ol rahim kheyl,`Abd ol Rahim Kheyl,27,,33.911152,68.441101
af,`abd ol rahman,`Abd ol Rahman,19,,31.087222,61.839167
af,`abd ol rahman-e gargud,`Abd ol Rahman-e Gargud,19,,31.029577,61.84403
af,`abd ol rahman-e kargud,`Abd ol Rahman-e Kargud,19,,31.029577,61.84403
af,`abd ol rahman-e ya`qub,`Abd ol Rahman-e Ya`qub,19,,30.936667,61.871111
af,`abd ol rahman khan,`Abd ol Rahman Khan,23,,31.588034,65.482707
af,abd ol rahman kur,Abd ol Rahman Kur,28,,32.35163,66.66577
af,`abd ol rashid,`Abd ol Rashid,08,,33.377778,68.496944
af,`abd ol razzaq,`Abd ol Razzaq,23,,31.514004,65.377164
af,abd ol salam,Abd ol Salam,28,,32.774997,67.033884
af,abd ol samad kalay,Abd ol Samad Kalay,23,,31.801757,65.770248
af,`abd ol samad khan,`Abd ol Samad Khan,19,,31.219722,61.780556
af,abd ol samad khan,Abd ol Samad Khan,19,,31.231417,62.174012
af,`abd ol vahed,`Abd ol Vahed,23,,32.104526,65.864672
af,`abd ol vahedkhan,`Abd ol Vahedkhan,19,,31.17195,61.802653
af,`abd ol vahhab kalay,`Abd ol Vahhab Kalay,08,,32.668743,67.754669
af,`abd ol vahid kalay,`Abd ol Vahid Kalay,10,,31.688852,64.303841
af,`abd ol val,`Abd ol Val,08,,33.324167,68.494722
af,`abd or rahim,`Abd or Rahim,08,,33.291111,68.416667
af,`abd or rahim kalay,`Abd or Rahim Kalay,23,,31.562358,66.335726
af,`abd or rahim kalay,`Abd or Rahim Kalay,28,,32.70046,66.714944
af,`abd or rahimkheyl,`Abd or Rahimkheyl,27,,33.911152,68.441101
af,`abd or rahimzi,`Abd or Rahimzi,35,,34.446389,69.899722
af,`abd or rahman,`Abd or Rahman,17,,34.240556,69.257222
af,`abd or rahman chambar,`Abd or Rahman Chambar,29,,32.687827,68.11817
af,`abd or rahmani,`Abd or Rahmani,18,,34.226536,70.396255
af,`abd or rahman kala,`Abd or Rahman Kala,13,,34.398889,68.989444
af,`abd or rahman kalacheh,`Abd or Rahman Kalacheh,28,,32.066307,66.837295
af,`abd or rahman kariz,`Abd or Rahman Kariz,10,,32.177817,64.72527
af,`abd or rahman khan,`Abd or Rahman Khan,23,,31.588034,65.482707
af,`abd or rahman kheyl,`Abd or Rahman Kheyl,28,,32.077222,67.796058
af,`abdorrahmankheyl,`Abdorrahmankheyl,40,,35.137029,69.055332
af,`abd or rahman kheyl kariz,`Abd or Rahman Kheyl Kariz,28,,32.086627,67.79654
af,`abd or rahman kur,`Abd or Rahman Kur,28,,32.35163,66.66577
af,`abd or rahman kur,`Abd or Rahman Kur,29,,32.209449,68.459416
af,`abd or rahman ya`qub,`Abd or Rahman Ya`qub,19,,30.935278,61.870556
af,`abd or rahmanzay,`Abd or Rahmanzay,23,,31.331981,66.168351
af,`abd or rashid,`Abd or Rashid,08,,33.377778,68.496944
af,`abd or rashid kariz,`Abd or Rashid Kariz,10,,31.802126,64.499738
af,`abd or razzaq,`Abd or Razzaq,23,,31.514004,65.377164
af,`abd or razzaq,`Abd or Razzaq,39,,32.64383,66.218202
af,`abd os salam,`Abd os Salam,28,,32.774997,67.033884
af,`abd os samad kalay,`Abd os Samad Kalay,23,,31.801757,65.770248
af,`abd os samad khan,`Abd os Samad Khan,19,,31.231417,62.174012
af,abdow,Abdow,01,,36.62146,71.18717
af,abdrrakhimzi,Abdrrakhimzi,35,,34.50872,70.23127
af,ab dukan,Ab Dukan,09,,33.595593,63.511616
af,`abdulabad,`Abdulabad,11,,34.33471,62.251116
af,abdulabad,Abdulabad,11,,34.33471,62.251116
af,`abdul abad,`Abdul Abad,11,,34.33471,62.251116
af,`abdul,`Abdul,07,,35.654722,64.606667
af,abdul,Abdul,10,,31.688852,64.303841
af,`abdul,`Abdul,26,,36.753628,69.456436
af,abdul',Abdul',26,,36.753628,69.456436
af,`abdul ahad bay kamari,`Abdul Ahad Bay Kamari,02,,35.074092,63.151696
af,abdul ahad bay kamari,Abdul Ahad Bay Kamari,02,,35.083736,63.171617
af,`abdul ahadkhan karez,`Abdul Ahadkhan Karez,23,,31.842262,65.854792
af,`abdul ahad khan karez,`Abdul Ahad Khan Karez,23,,31.842262,65.854792
af,`abdul ahadkhan kariz,`Abdul Ahadkhan Kariz,23,,31.842262,65.854792
af,abdul ahd bay kamari,Abdul Ahd Bay Kamari,02,,35.074092,63.151696
af,abdul'akhadkhan-karez,Abdul'akhadkhan-Karez,23,,31.842262,65.854792
af,abdul`alikhan kalay,Abdul`alikhan Kalay,10,,31.328913,64.280443
af,`abdul `ali khan kelay,`Abdul `Ali Khan Kelay,10,,31.328913,64.280443
af,abdul`alim kalay,Abdul`alim Kalay,10,,31.229677,64.206403
af,`abdul`alim kalay,`Abdul`alim Kalay,10,,31.702455,64.286933
af,abdulalim-kalay,Abdulalim-Kalay,10,,31.702455,64.286933
af,`abdul `alim kelay,`Abdul `Alim Kelay,10,,31.229677,64.206403
af,`abdul `aziz,`Abdul `Aziz,19,,31.147252,62.090684
af,abdul'aziz-kalay,Abdul'aziz-Kalay,10,,31.684185,64.362512
af,`abdul `aziz kalay,`Abdul `Aziz Kalay,10,,31.684185,64.362512
af,`abdul `aziz kelay,`Abdul `Aziz Kelay,10,,31.684185,64.362512
af,`abdul`azizkhan,`Abdul`azizkhan,19,,30.913889,61.808056
af,`abd ul `aziz khan,`Abd ul `Aziz Khan,19,,30.913889,61.808056
af,abdul'baki,Abdul'baki,23,,32.096052,65.862002
af,abdul'bakikhan-kalay,Abdul'bakikhan-Kalay,23,,31.478582,67.022386
af,abdul'bakir,Abdul'bakir,28,,31.893301,66.406361
af,`abdulbaqi,`Abdulbaqi,19,,31.115405,61.827303
af,`abd ul baqi,`Abd ul Baqi,19,,31.115405,61.827303
af,`abdul baqi,`Abdul Baqi,23,,32.096052,65.862002
af,abdul baqi,Abdul Baqi,23,,32.096052,65.862002
af,`abdul baqi,`Abdul Baqi,28,,31.893301,66.406361
af,abdul baqikhan kalay,Abdul Baqikhan Kalay,23,,31.478582,67.022386
af,abdul baqi khan kelay,Abdul Baqi Khan Kelay,23,,31.478582,67.022386
af,`abdulbari kor,`Abdulbari Kor,29,,32.513485,68.128166
af,abdul bari kor,Abdul Bari Kor,29,,32.513485,68.128166
af,`abdulgan,`Abdulgan,30,,35.811689,66.726775
af,`abdulgoduskhan kalab,`Abdulgoduskhan Kalab,23,,31.424854,65.711438
af,abdulhabib kalay,Abdulhabib Kalay,10,,30.725309,64.096422
af,`abdul habib kelay,`Abdul Habib Kelay,10,,30.725309,64.096422
af,`abdul hakim,`Abdul Hakim,11,,34.740049,62.245381
af,'abdul hakim kalay,'Abdul Hakim Kalay,23,,31.096111,66.621111
af,`abdul hakim kelay,`Abdul Hakim Kelay,23,,31.096111,66.621111
af,`abdulhamid,`Abdulhamid,19,,31.192113,62.153969
af,`abdul hamid,`Abdul Hamid,19,,31.192113,62.153969
af,`abdulhamid kalay,`Abdulhamid Kalay,08,,33.2975,68.280278
af,`abdul hamid kelay,`Abdul Hamid Kelay,08,,33.2975,68.280278
af,`abdulhamid kotkay,`Abdulhamid Kotkay,37,,33.254221,69.859195
af,`abd ul hamid kotkay,`Abd ul Hamid Kotkay,37,,33.254221,69.859195
af,`abd ul hamid kotkey,`Abd ul Hamid Kotkey,37,,33.254221,69.859195
af,`abdul haq,`Abdul Haq,02,,35.25676,63.486725
af,abdul haq,Abdul Haq,02,,35.25676,63.486725
af,`abdul haq,`Abdul Haq,02,,35.433951,63.388675
af,`abdul haq kalay,`Abdul Haq Kalay,28,,31.932216,66.654759
af,`abdul haq kelay,`Abdul Haq Kelay,28,,31.932216,66.654759
af,abdul hazar beg,Abdul Hazar Beg,26,,37.474451,69.695674
af,`abdulkader kalay,`Abdulkader Kalay,28,,32.207803,67.266664
af,abdul'kadir-kalay,Abdul'kadir-Kalay,28,,32.207803,67.266664
af,abdul'kala,Abdul'kala,29,,33.244444,68.828611
af,`abdul kala,`Abdul Kala,29,,33.244444,68.828611
af,`abdul kala,`Abdul Kala,29,,33.244444,68.828611
af,abdul'kala,Abdul'kala,29,,33.274167,68.870278
af,`abdul kalay,`Abdul Kalay,23,,31.586955,67.406218
af,`abdul kalay,`Abdul Kalay,39,,32.657056,66.174864
af,`abdulkarim,`Abdulkarim,19,,31.100556,61.841667
af,`abdul karim khan,`Abdul Karim Khan,11,,34.699937,62.53514
af,abdul'karimkhel',Abdul'karimkhel',40,,35.128038,69.056555
af,abdulkarimkhel,Abdulkarimkhel,40,,35.128038,69.056555
af,`abdul karim khel,`Abdul Karim Khel,40,,35.128038,69.056555
af,`abd ul karim taraki,`Abd ul Karim Taraki,02,,35.087589,63.258904
af,abdul karim taraki,Abdul Karim Taraki,02,,35.087589,63.258904
af,abdul'kayum-kalay,Abdul'kayum-Kalay,28,,32.448273,66.879584
af,`abdul kelay,`Abdul Kelay,23,,31.586955,67.406218
af,`abdul kelay,`Abdul Kelay,39,,32.657056,66.174864
af,abdul'khakim,Abdul'khakim,11,,34.740049,62.245381
af,abdul'khakim-kalay,Abdul'khakim-Kalay,23,,31.096111,66.621111
af,abdul'khakkalay,Abdul'khakkalay,28,,31.932216,66.654759
af,abdul'khamid,Abdul'khamid,11,,33.917858,63.445736
af,abdul'khamid-kalay,Abdul'khamid-Kalay,08,,33.2975,68.280278
af,abdul'khamid-kotkay,Abdul'khamid-Kotkay,37,,33.254221,69.859195
af,`abdulkhel,`Abdulkhel,14,,34.950691,69.60923
af,`abdul khel,`Abdul Khel,14,,34.950691,69.60923
af,`abdulkhel,`Abdulkhel,18,,34.512882,70.56469
af,`abdul khel,`Abdul Khel,18,,34.512882,70.56469
af,abdul'kheyl',Abdul'kheyl',14,,34.950691,69.60923
af,abdul'kheyl',Abdul'kheyl',18,,34.512882,70.56469
af,abdul'kuduskhan-kalay,Abdul'kuduskhan-Kalay,23,,31.424854,65.711438
af,abdulla,Abdulla,29,,32.657727,68.787241
af,abdulla-akhundzada-karez,Abdulla-Akhundzada-Karez,23,,31.538235,65.056081
af,abdulladzhan-kalay,Abdulladzhan-Kalay,28,,32.707035,66.716107
af,`abdullah,`Abdullah,29,,32.657727,68.787241
af,abdullah,Abdullah,29,,32.657727,68.787241
af,`abdullah akhundzadah karez,`Abdullah Akhundzadah Karez,23,,31.538235,65.056081
af,`abdullah akhundzadah kariz,`Abdullah Akhundzadah Kariz,23,,31.538235,65.056081
af,`abdullah jan,`Abdullah Jan,11,,34.952539,61.686812
af,abdullah jan,Abdullah Jan,11,,34.952539,61.686812
af,abdullahjan kalay,Abdullahjan Kalay,10,,31.109194,64.180116
af,`abdullahjan kalay,`Abdullahjan Kalay,28,,32.707035,66.716107
af,`abdullah jan kelay,`Abdullah Jan Kelay,10,,31.109194,64.180116
af,`abdullah jan kelay,`Abdullah Jan Kelay,28,,32.707035,66.716107
af,abdullah jan kili,Abdullah Jan Kili,37,,33.379722,70.029444
af,`abdullah kala,`Abdullah Kala,08,,32.87388,67.446952
af,`abdullah kala,`Abdullah Kala,29,,32.076211,68.114209
af,`abdullah kalay,`Abdullah Kalay,10,,31.089879,64.190278
af,`abdullah kalay,`Abdullah Kalay,23,,31.297323,65.957371
af,`abdullah kalay,`Abdullah Kalay,28,,32.626876,66.715098
af,`abdullah karez,`Abdullah Karez,06,,32.399677,61.95784
af,`abdullah kelay,`Abdullah Kelay,10,,31.089879,64.190278
af,`abdullah kelay,`Abdullah Kelay,23,,31.297323,65.957371
af,`abdullah kelay,`Abdullah Kelay,28,,32.626876,66.715098
af,`abdullahkhan,`Abdullahkhan,02,,34.78984,63.502623
af,`abdullah khan,`Abdullah Khan,02,,34.78984,63.502623
af,`abdullah khan,`Abdullah Khan,11,,34.984338,61.685437
af,abdullah khan,Abdullah Khan,11,,34.984338,61.685437
af,abdullahkhan,Abdullahkhan,19,,31.1093,61.8654
